Player,AllStar,Season,age,Team,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
Lenny Wilkens,1,1968,31.0,SEA,NBA,PG,82.0,,42.2,7.9,17.8,0.44,,,,,,,,6.7,8.7,0.77,,,6.2,8.2,,,3.6,22.4
Lenny Wilkens,1,1969,32.0,SEA,NBA,PG,75.0,,37.4,6.0,14.2,0.42,,,,,,,,5.8,7.4,0.7879999999999999,,,5.0,9.1,,,2.8,17.8
Lenny Wilkens,1,1970,33.0,SEA,NBA,PG,71.0,,37.2,6.6,15.8,0.419,,,,,,,,6.5,8.1,0.8029999999999999,,,4.5,9.2,,,2.8,19.8
Lenny Wilkens,0,1971,34.0,SEA,NBA,PG,80.0,,37.4,6.0,12.8,0.466,,,,,,,,6.0,7.8,0.774,,,4.2,9.6,,,2.6,18.0
Lenny Wilkens,1,1972,35.0,CLE,NBA,PG,75.0,,39.6,7.6,17.0,0.449,,,,,,,,5.3,6.3,0.828,,,4.6,8.4,,,2.9,20.5
Lenny Wilkens,0,1973,36.0,CLE,NBA,PG,74.0,,33.6,6.2,13.4,0.465,,,,,,,,3.9,4.9,0.8009999999999999,1.1,2.7,3.7,7.1,0.2,,2.2,16.4
Lenny Wilkens,0,1974,37.0,POR,NBA,PG,65.0,,17.9,2.1,4.7,0.439,,,,,,,,2.3,3.0,0.768,0.6,1.3,1.8,3.6,0.1,,1.5,6.5
Bob Wilkerson,0,1976,22.0,SEA,NBA,SF,78.0,,19.9,2.8,7.3,0.386,,,,2.8,7.3,0.386,0.386,1.1,1.6,0.6890000000000001,1.2,2.1,3.3,2.2,0.1,,1.7,6.7
Bob Wilkerson,0,1977,23.0,DEN,NBA,SF,81.0,,34.3,4.7,11.6,0.408,,,,4.7,11.6,0.408,0.408,1.9,2.6,0.748,1.2,4.6,5.9,5.4,0.3,3.6,3.4,11.4
Bob Wilkerson,0,1978,24.0,DEN,NBA,SF,80.0,,30.3,5.0,10.9,0.456,,,,5.0,10.9,0.456,0.456,1.5,2.2,0.688,1.3,3.9,5.2,3.6,0.3,2.5,2.4,11.4
Bob Wilkerson,0,1979,25.0,DEN,NBA,SF,75.0,,31.7,5.7,13.7,0.417,0.1,0.5,0.206,5.6,13.3,0.425,0.421,2.2,3.0,0.748,1.1,3.1,4.2,3.2,0.4,2.6,2.6,13.8
Bob Wilkerson,0,1980,26.0,CHI,NBA,SG,80.0,,28.0,4.1,8.9,0.462,0.0,0.1,0.1,4.1,8.8,0.467,0.462,1.7,2.0,0.84,1.1,2.5,3.5,3.4,0.3,2.2,2.1,10.0
Bob Wilkerson,0,1981,27.0,CLE,NBA,SF,65.0,38.0,27.8,4.4,10.4,0.418,0.0,0.3,0.16699999999999998,4.3,10.2,0.425,0.42,2.2,2.8,0.784,0.9,2.9,3.8,3.6,0.4,2.1,2.9,11.0
Bob Wilkerson,0,1982,28.0,CLE,NBA,SF,77.0,11.0,22.1,2.8,6.6,0.417,0.0,0.1,0.0,2.8,6.6,0.42,0.417,1.2,1.6,0.75,0.8,2.3,3.1,2.5,0.2,2.1,2.0,6.7
Jamaal Wilkes,0,1974,21.0,GSW,NBA,SF,82.0,,30.7,6.1,13.8,0.442,,,,6.1,13.8,0.442,0.442,2.0,2.7,0.7340000000000001,2.5,5.7,8.2,2.2,0.3,,2.7,14.2
Jamaal Wilkes,1,1975,22.0,GSW,NBA,SF,82.0,,33.1,7.5,16.3,0.463,,,,7.5,16.3,0.463,0.463,2.8,3.6,0.772,2.4,6.4,8.8,2.0,0.4,,2.7,17.8
Jamaal Wilkes,0,1976,23.0,GSW,NBA,PF,76.0,,33.9,7.2,15.1,0.478,,,,7.2,15.1,0.478,0.478,3.3,4.1,0.797,2.0,5.6,7.6,2.8,0.2,,2.9,17.7
Jamaal Wilkes,0,1977,24.0,LAL,NBA,SF,51.0,,29.2,5.4,12.4,0.44,,,,5.4,12.4,0.44,0.44,2.1,2.9,0.716,2.2,5.2,7.5,3.6,0.4,2.1,3.2,12.9
Jamaal Wilkes,0,1978,25.0,LAL,NBA,SF,82.0,,35.5,7.6,15.1,0.504,,,,7.6,15.1,0.504,0.504,3.3,4.4,0.7509999999999999,2.0,5.4,7.4,2.8,0.3,2.7,3.4,18.6
Jamaal Wilkes,0,1979,26.0,LAL,NBA,SF,82.0,,37.9,8.9,16.6,0.535,0.0,0.2,0.17600000000000002,8.8,16.4,0.539,0.536,2.3,2.9,0.8079999999999999,2.1,4.3,6.4,3.0,0.3,1.9,2.7,20.0
Jamaal Wilkes,1,1980,27.0,LAL,NBA,SF,81.0,,37.4,9.7,18.5,0.526,0.0,0.2,0.077,9.7,18.3,0.53,0.526,3.1,4.1,0.758,1.8,3.6,5.4,2.9,0.4,2.6,2.8,22.6
Jamaal Wilkes,0,1981,28.0,LAL,NBA,SF,82.0,82.0,35.4,9.1,17.3,0.525,0.0,0.0,0.0,9.1,17.2,0.527,0.525,3.0,4.1,0.732,1.9,2.9,4.8,1.7,0.3,2.0,2.9,21.1
Jamaal Wilkes,1,1982,29.0,LAL,NBA,SF,80.0,80.0,31.9,8.6,16.1,0.53,0.0,0.1,0.0,8.6,16.1,0.5329999999999999,0.53,2.5,3.4,0.757,1.8,2.5,4.3,2.3,0.2,1.9,2.8,19.6
Jamaal Wilkes,0,1983,30.0,LAL,NBA,SF,75.0,74.0,33.4,7.2,14.1,0.514,0.0,0.1,0.25,7.2,14.0,0.516,0.515,2.8,3.7,0.743,1.7,2.8,4.5,2.9,0.5,1.8,2.7,17.3
Jamaal Wilkes,0,1984,31.0,LAL,NBA,SF,42.0,8.0,18.1,3.5,7.2,0.488,0.0,0.0,0.0,3.5,7.2,0.49,0.488,1.2,1.6,0.773,0.8,1.4,2.2,1.0,0.1,1.2,1.5,8.3
Jamaal Wilkes,0,1985,32.0,LAC,NBA,SF,13.0,1.0,15.0,2.0,5.0,0.4,0.1,0.2,0.333,1.9,4.8,0.403,0.408,1.7,2.1,0.815,1.0,1.2,2.2,1.2,0.2,1.2,1.5,5.8
James Wilkes,0,1980,22.0,CHI,NBA,SF,48.0,,11.3,1.8,3.8,0.462,0.0,0.0,0.0,1.8,3.8,0.464,0.462,0.6,0.9,0.69,0.8,1.3,2.0,0.6,0.3,0.7,1.8,4.1
James Wilkes,0,1981,23.0,CHI,NBA,SF,57.0,22.0,15.1,2.2,4.7,0.481,0.0,0.0,0.0,2.2,4.6,0.483,0.481,1.0,1.4,0.725,1.1,1.7,2.8,1.1,0.3,1.1,2.0,5.5
James Wilkes,0,1982,24.0,DET,NBA,SF,9.0,0.0,14.3,1.2,3.8,0.324,0.0,0.1,0.0,1.2,3.7,0.333,0.324,1.3,1.7,0.8,1.0,1.1,2.1,1.1,0.1,0.6,2.4,3.8
Damien Wilkins,0,2004,25.0,SEA,NBA,SF,29.0,7.0,17.9,2.5,5.8,0.435,0.6,2.0,0.271,2.0,3.8,0.523,0.482,0.7,1.2,0.618,1.0,1.3,2.3,0.9,0.3,0.6,1.9,6.3
Damien Wilkins,0,2005,26.0,SEA,NBA,SF,82.0,12.0,18.6,2.4,5.3,0.444,0.2,0.7,0.25,2.2,4.6,0.472,0.46,1.7,2.0,0.84,1.0,1.4,2.3,1.3,0.1,1.0,1.8,6.5
Damien Wilkins,0,2006,27.0,SEA,NBA,SF,82.0,31.0,24.8,3.2,7.3,0.435,0.6,1.5,0.41,2.6,5.9,0.442,0.477,1.8,2.1,0.882,1.1,1.7,2.8,1.9,0.2,1.4,1.9,8.8
Damien Wilkins,0,2007,28.0,SEA,NBA,SF,76.0,31.0,24.3,3.6,8.9,0.403,0.7,2.0,0.32299999999999995,2.9,6.8,0.4270000000000001,0.44,1.4,1.9,0.736,0.9,2.3,3.2,2.0,0.3,1.2,1.7,9.2
Damien Wilkins,0,2008,29.0,OKC,NBA,SG,41.0,14.0,15.5,1.9,5.2,0.362,0.7,1.8,0.375,1.2,3.4,0.355,0.425,0.9,1.1,0.804,0.5,1.2,1.7,0.9,0.2,0.9,1.3,5.3
Damien Wilkins,0,2009,30.0,MIN,NBA,SF,80.0,31.0,19.8,2.1,4.8,0.433,0.2,0.8,0.295,1.8,4.0,0.459,0.457,1.3,1.6,0.7979999999999999,0.9,2.2,3.1,1.7,0.3,1.0,1.8,5.6
Damien Wilkins,0,2010,31.0,ATL,NBA,SF,52.0,0.0,13.0,1.3,2.6,0.504,0.0,0.2,0.2,1.3,2.4,0.528,0.511,0.8,1.1,0.7140000000000001,0.4,1.3,1.7,0.8,0.2,0.4,1.4,3.5
Damien Wilkins,0,2011,32.0,DET,NBA,SF,60.0,2.0,15.4,1.3,3.2,0.394,0.1,0.4,0.304,1.2,2.8,0.406,0.412,0.6,0.9,0.63,0.4,1.3,1.7,0.7,0.2,0.5,1.4,3.2
Damien Wilkins,0,2012,33.0,PHI,NBA,SG,61.0,21.0,18.0,2.4,5.2,0.459,0.3,0.8,0.333,2.1,4.3,0.483,0.486,1.3,1.8,0.743,0.5,1.2,1.7,1.5,0.3,0.8,1.6,6.4
Damien Wilkins,0,2017,38.0,IND,NBA,SF,19.0,1.0,8.0,0.7,2.1,0.333,0.2,0.9,0.222,0.5,1.1,0.429,0.385,0.2,0.2,0.75,0.3,0.6,0.8,0.5,0.1,0.3,0.4,1.7
Dominique Wilkins,0,1982,23.0,ATL,NBA,SF,82.0,82.0,32.9,7.3,14.9,0.493,0.0,0.1,0.182,7.3,14.7,0.495,0.493,2.8,4.1,0.682,2.8,3.1,5.8,1.6,0.8,2.2,2.6,17.5
Dominique Wilkins,0,1983,24.0,ATL,NBA,SF,81.0,81.0,36.6,8.4,17.6,0.479,0.0,0.1,0.0,8.4,17.5,0.482,0.479,4.7,6.1,0.77,3.1,4.0,7.2,1.6,1.1,2.7,2.4,21.6
Dominique Wilkins,0,1984,25.0,ATL,NBA,SF,81.0,81.0,37.3,10.5,23.3,0.451,0.3,1.0,0.309,10.2,22.3,0.457,0.458,6.0,7.4,0.8059999999999999,2.8,4.1,6.9,2.5,0.7,2.8,2.1,27.4
Dominique Wilkins,1,1985,26.0,ATL,NBA,SF,78.0,78.0,39.1,11.4,24.3,0.468,0.2,0.9,0.18600000000000005,11.2,23.4,0.479,0.472,7.4,9.0,0.818,3.3,4.6,7.9,2.6,0.6,3.2,2.2,30.3
Dominique Wilkins,1,1986,27.0,ATL,NBA,SF,79.0,79.0,37.6,10.5,22.6,0.463,0.4,1.3,0.292,10.1,21.3,0.474,0.472,7.7,9.4,0.818,2.7,3.6,6.3,3.3,0.6,2.7,1.9,29.0
Dominique Wilkins,1,1987,28.0,ATL,NBA,SF,78.0,76.0,37.8,11.7,25.1,0.464,0.5,1.7,0.295,11.2,23.4,0.476,0.474,6.9,8.4,0.826,2.7,3.7,6.4,2.9,0.6,2.8,2.1,30.7
Dominique Wilkins,1,1988,29.0,ATL,NBA,SF,80.0,80.0,37.5,10.2,22.0,0.464,0.4,1.3,0.276,9.8,20.6,0.475,0.472,5.5,6.6,0.8440000000000001,3.2,3.7,6.9,2.6,0.7,2.3,1.7,26.2
Dominique Wilkins,1,1989,30.0,ATL,NBA,SF,80.0,79.0,36.1,10.1,20.9,0.484,0.7,2.3,0.322,9.4,18.6,0.504,0.502,5.7,7.1,0.807,2.7,3.8,6.5,2.5,0.6,2.2,1.8,26.7
Dominique Wilkins,1,1990,31.0,ATL,NBA,SF,81.0,81.0,38.0,9.5,20.2,0.47,1.0,3.1,0.341,8.5,17.2,0.4920000000000001,0.495,5.9,7.1,0.8290000000000001,3.2,5.8,9.0,3.3,0.8,2.5,1.9,25.9
Dominique Wilkins,1,1991,32.0,ATL,NBA,SF,42.0,42.0,38.1,10.1,21.8,0.464,0.9,3.0,0.289,9.2,18.7,0.4920000000000001,0.484,7.0,8.4,0.835,2.5,4.6,7.0,3.8,0.6,2.9,1.8,28.1
Dominique Wilkins,1,1992,33.0,ATL,NBA,SF,71.0,70.0,37.3,10.4,22.3,0.468,1.7,4.5,0.38,8.7,17.9,0.49,0.506,7.3,8.8,0.828,2.6,4.2,6.8,3.2,0.4,2.6,1.6,29.9
Dominique Wilkins,1,1993,34.0,TOT,NBA,SF,74.0,74.0,35.6,9.4,21.5,0.44,1.1,4.0,0.28800000000000003,8.3,17.5,0.474,0.466,6.0,7.1,0.847,2.5,4.0,6.5,2.3,0.4,2.3,1.7,26.0
Dominique Wilkins,1,1993,34.0,ATL,NBA,SF,49.0,49.0,34.4,8.8,20.3,0.4320000000000001,1.2,4.0,0.308,7.5,16.3,0.462,0.462,5.6,6.6,0.8540000000000001,2.4,3.8,6.2,2.3,0.4,2.4,1.8,24.4
Dominique Wilkins,1,1993,34.0,LAC,NBA,SF,25.0,25.0,37.9,10.7,23.7,0.453,1.0,3.9,0.247,9.8,19.8,0.493,0.473,6.7,8.0,0.835,2.5,4.5,7.0,2.2,0.3,2.1,1.6,29.1
Dominique Wilkins,0,1994,35.0,BOS,NBA,SF,77.0,64.0,31.5,6.4,15.2,0.424,1.5,3.8,0.388,5.0,11.4,0.436,0.472,3.5,4.4,0.782,2.0,3.2,5.2,2.2,0.2,2.2,1.7,17.8
Dominique Wilkins,0,1996,37.0,SAS,NBA,SF,63.0,26.0,30.9,6.3,15.1,0.417,1.1,3.8,0.293,5.2,11.3,0.458,0.453,4.5,5.6,0.8029999999999999,2.7,3.7,6.4,1.9,0.5,2.1,1.6,18.2
Dominique Wilkins,0,1998,39.0,ORL,NBA,SF,27.0,2.0,9.3,1.9,4.9,0.379,0.2,0.7,0.263,1.7,4.2,0.398,0.398,1.1,1.6,0.69,1.1,1.5,2.6,0.6,0.0,0.9,0.7,5.0
Eddie Lee Wilkins,0,1984,22.0,NYK,NBA,C,54.0,16.0,17.0,2.1,4.3,0.498,0.0,0.0,0.0,2.1,4.3,0.502,0.498,1.2,2.3,0.541,1.6,3.3,4.9,0.3,0.3,1.2,2.9,5.5
Eddie Lee Wilkins,0,1986,24.0,NYK,NBA,PF,24.0,10.0,18.9,2.3,5.3,0.441,0.0,0.0,0.0,2.3,5.3,0.444,0.441,1.1,2.4,0.466,1.9,2.6,4.5,0.3,0.1,1.2,2.8,5.8
Eddie Lee Wilkins,0,1988,26.0,NYK,NBA,C,71.0,2.0,8.2,1.6,3.5,0.465,0.0,0.0,0.0,1.6,3.4,0.467,0.465,0.9,1.6,0.55,1.0,1.1,2.1,0.1,0.2,0.8,1.5,4.1
Eddie Lee Wilkins,0,1989,27.0,NYK,NBA,C,79.0,0.0,12.3,1.8,3.9,0.455,0.0,0.0,0.0,1.8,3.9,0.458,0.455,1.1,1.9,0.605,1.4,1.9,3.4,0.2,0.2,0.9,1.9,4.7
Eddie Lee Wilkins,0,1990,28.0,NYK,NBA,C,68.0,1.0,9.8,1.7,3.8,0.447,0.0,0.0,0.0,1.7,3.7,0.449,0.447,0.8,1.3,0.5670000000000001,1.0,1.6,2.6,0.2,0.1,0.7,1.3,4.1
Eddie Lee Wilkins,0,1992,30.0,PHI,NBA,PF,26.0,0.0,7.4,2.1,3.7,0.5670000000000001,0.0,0.1,0.0,2.1,3.7,0.579,0.5670000000000001,1.8,3.0,0.615,0.5,1.0,1.5,0.1,0.0,0.7,1.3,6.1
Gerald Wilkins,0,1985,22.0,NYK,NBA,SG,81.0,53.0,25.0,5.4,11.5,0.468,0.1,0.3,0.28,5.3,11.2,0.473,0.472,1.6,2.9,0.557,1.1,1.4,2.6,2.0,0.1,1.9,1.9,12.5
Gerald Wilkins,0,1986,23.0,NYK,NBA,SG,80.0,73.0,34.5,7.9,16.3,0.486,0.3,0.9,0.35100000000000003,7.6,15.4,0.494,0.496,2.9,4.2,0.701,1.5,2.2,3.7,4.4,0.2,2.7,2.1,19.1
Gerald Wilkins,0,1987,24.0,NYK,NBA,SG,81.0,78.0,33.4,7.3,16.3,0.446,0.5,1.6,0.302,6.8,14.8,0.462,0.461,2.4,3.0,0.7859999999999999,1.3,2.0,3.3,4.0,0.3,2.6,2.3,17.4
Gerald Wilkins,0,1988,25.0,NYK,NBA,SG,81.0,58.0,29.8,5.7,12.7,0.451,0.6,2.1,0.297,5.1,10.5,0.482,0.476,2.3,3.0,0.7559999999999999,1.2,1.8,3.0,3.4,0.3,2.1,2.0,14.3
Gerald Wilkins,0,1989,26.0,NYK,NBA,SG,82.0,80.0,31.8,5.8,12.6,0.457,0.5,1.5,0.312,5.3,11.1,0.477,0.476,2.5,3.2,0.8029999999999999,1.6,2.9,4.5,4.0,0.3,2.4,2.3,14.5
Gerald Wilkins,0,1990,27.0,NYK,NBA,SG,68.0,56.0,31.8,5.6,11.8,0.473,0.1,0.6,0.209,5.5,11.2,0.488,0.478,2.5,3.0,0.82,1.1,1.9,3.0,4.0,0.3,2.4,2.7,13.8
Gerald Wilkins,0,1991,28.0,NYK,NBA,SG,82.0,82.0,28.6,5.3,11.8,0.447,0.5,1.3,0.35200000000000004,4.8,10.4,0.459,0.467,1.4,1.9,0.73,0.9,1.6,2.5,2.7,0.2,1.4,2.4,12.4
Gerald Wilkins,0,1992,29.0,CLE,NBA,SF,80.0,35.0,26.0,4.5,10.0,0.453,0.2,0.7,0.276,4.3,9.2,0.467,0.463,1.9,2.3,0.84,0.9,1.8,2.7,2.3,0.2,1.2,1.9,11.1
Gerald Wilkins,0,1993,30.0,CLE,NBA,SG,82.0,82.0,33.8,5.4,11.9,0.457,1.0,2.6,0.396,4.4,9.3,0.474,0.501,2.4,3.0,0.7759999999999999,1.3,2.4,3.7,3.1,0.5,1.6,2.3,14.3
Gerald Wilkins,0,1995,32.0,VAN,NBA,SG,28.0,14.0,26.4,2.8,7.3,0.376,0.5,2.3,0.219,2.3,5.0,0.447,0.41,0.7,0.8,0.87,0.8,1.5,2.3,2.4,0.1,1.3,2.0,6.7
Gerald Wilkins,0,1996,33.0,ORL,NBA,SG,80.0,26.0,27.5,4.0,9.5,0.426,0.8,2.5,0.325,3.2,7.0,0.462,0.469,1.7,2.4,0.716,0.7,1.4,2.2,2.2,0.2,1.5,1.8,10.6
Gerald Wilkins,0,1997,34.0,ORL,NBA,SG,72.0,16.0,17.4,2.0,6.0,0.325,0.4,1.5,0.266,1.6,4.5,0.345,0.358,1.0,1.4,0.7040000000000001,0.2,1.0,1.3,1.1,0.1,1.1,1.1,5.3
Gerald Wilkins,0,1998,35.0,ORL,NBA,SG,3.0,0.0,9.3,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.7,0.7,1.0,0.0,0.3,0.3,0.3,0.0,1.0,1.0,0.7
Jeff Wilkins,0,1980,25.0,UTA,NBA,C,56.0,,18.9,2.1,4.6,0.45,0.0,0.0,,2.1,4.6,0.45,0.45,0.5,0.7,0.675,1.1,3.8,4.9,0.7,0.8,1.1,3.0,4.7
Jeff Wilkins,0,1981,26.0,UTA,NBA,C,82.0,62.0,27.7,3.8,8.8,0.4370000000000001,0.0,0.0,0.0,3.8,8.7,0.439,0.4370000000000001,1.7,2.1,0.778,1.5,6.0,7.5,1.1,0.9,1.6,3.0,9.3
Jeff Wilkins,0,1982,27.0,UTA,NBA,C,81.0,34.0,28.5,4.8,10.1,0.477,0.0,0.0,0.0,4.8,10.0,0.478,0.477,1.9,2.5,0.78,1.9,5.5,7.4,1.6,0.5,2.3,3.1,11.5
Jeff Wilkins,0,1983,28.0,UTA,NBA,C,81.0,1.0,21.4,3.1,6.4,0.479,0.0,0.0,0.0,3.1,6.4,0.482,0.479,1.7,2.2,0.736,1.3,4.3,5.6,0.9,0.5,1.3,2.5,7.8
Jeff Wilkins,0,1984,29.0,UTA,NBA,C,79.0,0.0,19.1,3.6,7.4,0.49,0.0,0.0,0.0,3.6,7.4,0.491,0.49,0.8,1.0,0.763,1.0,3.6,4.6,1.0,0.2,1.2,2.2,8.0
Jeff Wilkins,0,1985,30.0,TOT,NBA,C,75.0,4.0,15.0,2.0,5.0,0.393,0.0,0.0,,2.0,5.0,0.393,0.393,0.8,1.2,0.624,1.0,2.6,3.6,0.6,0.3,0.7,2.1,4.7
Jeff Wilkins,0,1985,30.0,UTA,NBA,C,48.0,0.0,12.6,2.0,5.0,0.4,0.0,0.0,,2.0,5.0,0.4,0.4,0.6,1.0,0.638,0.8,2.2,3.0,0.6,0.2,0.7,1.8,4.6
Jeff Wilkins,0,1985,30.0,SAS,NBA,C,27.0,4.0,19.3,1.9,5.0,0.381,0.0,0.0,,1.9,5.0,0.381,0.381,1.0,1.7,0.609,1.3,3.4,4.7,0.7,0.4,0.7,2.6,4.8
Dale Wilkinson,0,1984,24.0,TOT,NBA,SF-PF,12.0,0.0,3.8,0.3,1.3,0.25,0.0,0.1,0.0,0.3,1.3,0.267,0.25,0.5,0.6,0.857,0.1,0.3,0.3,0.2,0.0,0.3,0.8,1.2
Dale Wilkinson,0,1984,24.0,DET,NBA,PF,2.0,0.0,3.5,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0
Dale Wilkinson,0,1984,24.0,LAC,NBA,SF,10.0,0.0,3.8,0.4,1.4,0.28600000000000003,0.0,0.1,0.0,0.4,1.3,0.308,0.28600000000000003,0.6,0.7,0.857,0.1,0.2,0.3,0.2,0.0,0.4,0.8,1.4
Mike Wilks,0,2002,23.0,TOT,NBA,PG-SG,46.0,7.0,15.0,1.1,3.2,0.338,0.2,0.8,0.28600000000000003,0.9,2.5,0.354,0.3720000000000001,0.8,1.0,0.787,0.4,1.1,1.5,2.0,0.1,0.6,1.5,3.2
Mike Wilks,0,2002,23.0,ATL,NBA,SG,15.0,7.0,24.3,1.9,5.4,0.358,0.4,1.1,0.353,1.5,4.3,0.359,0.395,1.4,1.9,0.7240000000000001,0.6,2.1,2.7,2.8,0.1,1.1,2.5,5.7
Mike Wilks,0,2002,23.0,MIN,NBA,PG,31.0,0.0,10.5,0.7,2.2,0.313,0.1,0.6,0.222,0.5,1.6,0.34700000000000003,0.343,0.5,0.6,0.889,0.4,0.6,1.0,1.6,0.1,0.4,1.0,2.0
Mike Wilks,0,2003,24.0,HOU,NBA,PG,26.0,0.0,5.6,0.7,1.4,0.472,0.2,0.4,0.6,0.4,1.0,0.423,0.556,0.4,0.5,0.833,0.1,0.5,0.6,0.7,0.0,0.3,0.6,1.9
Mike Wilks,0,2004,25.0,SAS,NBA,PG,48.0,0.0,5.8,0.7,1.6,0.416,0.1,0.3,0.313,0.6,1.3,0.443,0.448,0.3,0.3,0.75,0.1,0.4,0.5,0.7,0.0,0.3,0.5,1.7
Mike Wilks,0,2005,26.0,TOT,NBA,PG,47.0,0.0,7.4,0.6,1.9,0.322,0.1,0.4,0.158,0.6,1.5,0.366,0.339,0.5,0.9,0.61,0.2,0.6,0.8,0.7,0.0,0.5,0.7,1.8
Mike Wilks,0,2005,26.0,CLE,NBA,PG,37.0,0.0,6.6,0.5,1.6,0.28800000000000003,0.1,0.4,0.14300000000000002,0.4,1.2,0.333,0.305,0.2,0.3,0.5,0.2,0.6,0.7,0.5,0.0,0.4,0.7,1.1
Mike Wilks,0,2005,26.0,SEA,NBA,PG,10.0,0.0,10.5,1.2,3.1,0.387,0.1,0.5,0.2,1.1,2.6,0.423,0.403,1.9,2.9,0.655,0.3,0.9,1.2,1.4,0.0,0.9,0.7,4.4
Mike Wilks,0,2006,27.0,SEA,NBA,PG,47.0,4.0,11.4,1.4,3.0,0.468,0.1,0.3,0.333,1.3,2.7,0.484,0.486,0.7,0.9,0.7859999999999999,0.3,0.8,1.1,1.7,0.1,0.7,1.1,3.6
Mike Wilks,0,2007,28.0,TOT,NBA,PG,15.0,0.0,12.5,1.1,2.4,0.472,0.2,0.5,0.375,0.9,1.9,0.5,0.514,0.3,0.3,1.0,0.3,0.9,1.3,0.9,0.0,0.6,0.9,2.7
Mike Wilks,0,2007,28.0,DEN,NBA,PG,8.0,0.0,15.3,1.3,2.9,0.435,0.3,0.6,0.4,1.0,2.3,0.444,0.478,0.3,0.3,1.0,0.5,1.0,1.5,0.8,0.0,0.6,1.1,3.0
Mike Wilks,0,2007,28.0,WAS,NBA,PG,4.0,0.0,11.0,0.5,1.0,0.5,0.3,0.5,0.5,0.3,0.5,0.5,0.625,0.0,0.0,,0.3,1.3,1.5,0.8,0.0,0.3,0.5,1.3
Mike Wilks,0,2007,28.0,SEA,NBA,PG,3.0,0.0,7.3,1.7,3.0,0.556,0.0,0.3,0.0,1.7,2.7,0.625,0.556,0.7,0.7,1.0,0.0,0.3,0.3,1.7,0.0,1.0,0.7,4.0
Mike Wilks,0,2009,30.0,OKC,NBA,PG,4.0,0.0,14.8,1.5,3.0,0.5,0.5,0.8,0.667,1.0,2.3,0.444,0.583,0.5,1.0,0.5,0.3,0.8,1.0,1.0,0.0,1.0,1.3,4.0
Aaron Williams,0,1993,22.0,UTA,NBA,PF,6.0,0.0,2.0,0.3,1.3,0.25,0.0,0.0,,0.3,1.3,0.25,0.25,0.0,0.2,0.0,0.2,0.3,0.5,0.2,0.0,0.2,0.7,0.7
Aaron Williams,0,1994,23.0,MIL,NBA,PF,15.0,0.0,4.8,0.5,1.6,0.333,0.0,0.1,0.0,0.5,1.5,0.348,0.333,0.5,0.8,0.667,0.3,0.9,1.3,0.0,0.4,0.5,0.9,1.6
Aaron Williams,0,1996,25.0,TOT,NBA,PF-C,33.0,1.0,17.1,2.6,4.5,0.574,0.0,0.0,0.0,2.6,4.5,0.578,0.574,1.0,1.5,0.6729999999999999,1.9,2.5,4.3,0.5,0.9,1.0,2.2,6.2
Aaron Williams,0,1996,25.0,DEN,NBA,C,1.0,0.0,10.0,3.0,5.0,0.6,0.0,0.0,,3.0,5.0,0.6,0.6,0.0,0.0,,2.0,3.0,5.0,0.0,3.0,4.0,0.0,6.0
Aaron Williams,0,1996,25.0,VAN,NBA,PF,32.0,1.0,17.3,2.6,4.5,0.573,0.0,0.0,0.0,2.6,4.4,0.5770000000000001,0.573,1.0,1.5,0.6729999999999999,1.9,2.4,4.3,0.5,0.8,0.9,2.3,6.2
Aaron Williams,0,1997,26.0,SEA,NBA,PF,65.0,9.0,11.6,1.8,3.4,0.523,0.0,0.0,0.0,1.8,3.4,0.525,0.523,1.0,1.3,0.7759999999999999,0.7,1.5,2.3,0.2,0.6,0.8,1.8,4.6
Aaron Williams,0,1998,27.0,SEA,NBA,PF,40.0,2.0,11.5,1.3,3.1,0.423,0.0,0.0,0.0,1.3,3.1,0.426,0.423,1.4,1.9,0.73,1.4,1.9,3.2,0.6,0.6,0.8,1.9,4.0
Aaron Williams,0,1999,28.0,WAS,NBA,PF,81.0,0.0,19.1,2.9,5.6,0.522,0.0,0.0,0.0,2.9,5.5,0.526,0.522,1.8,2.5,0.726,2.0,3.1,5.0,0.7,1.1,1.0,2.9,7.6
Aaron Williams,0,2000,29.0,NJN,NBA,PF,82.0,25.0,28.5,3.6,7.9,0.457,0.0,0.0,0.0,3.6,7.9,0.458,0.457,3.0,3.8,0.787,2.6,4.6,7.2,1.1,1.4,1.6,3.9,10.2
Aaron Williams,0,2001,30.0,NJN,NBA,PF,82.0,13.0,18.9,2.8,5.4,0.526,0.0,0.0,0.0,2.8,5.3,0.529,0.526,1.6,2.3,0.6990000000000001,1.4,2.7,4.1,0.9,0.9,1.0,2.6,7.2
Aaron Williams,0,2002,31.0,NJN,NBA,C,81.0,0.0,19.7,2.5,5.4,0.453,0.0,0.0,0.0,2.5,5.4,0.454,0.453,1.3,1.6,0.785,1.7,2.4,4.1,1.1,0.7,1.0,2.5,6.2
