Player,AllStar,Season,age,Team,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
Tom Chambers,0,1987,28.0,SEA,NBA,PF,82.0,82.0,32.7,7.5,16.6,0.448,0.4,1.3,0.303,7.0,15.3,0.461,0.46,5.1,6.3,0.807,1.6,4.3,6.0,2.6,0.6,2.5,3.6,20.4
Tom Chambers,1,1988,29.0,PHO,NBA,PF,81.0,81.0,37.1,9.6,20.3,0.471,0.3,1.1,0.326,9.2,19.2,0.479,0.48,6.3,7.4,0.851,1.8,6.7,8.4,2.9,0.7,2.9,3.3,25.7
Tom Chambers,1,1989,30.0,PHO,NBA,PF,81.0,81.0,37.6,10.0,20.0,0.501,0.3,1.1,0.279,9.7,18.9,0.513,0.508,6.9,8.0,0.861,1.5,5.6,7.0,2.3,0.6,2.7,3.2,27.2
Tom Chambers,1,1990,31.0,PHO,NBA,PF,76.0,75.0,32.6,7.3,16.7,0.4370000000000001,0.3,1.0,0.274,7.1,15.8,0.447,0.445,5.0,6.0,0.826,1.4,5.1,6.4,2.6,0.7,2.3,3.1,19.9
Tom Chambers,0,1991,32.0,PHO,NBA,PF,69.0,66.0,28.2,6.2,14.3,0.431,0.3,0.7,0.3670000000000001,5.9,13.6,0.434,0.44,3.7,4.5,0.83,1.2,4.6,5.8,2.1,0.5,1.5,2.8,16.3
Tom Chambers,0,1992,33.0,PHO,NBA,PF,73.0,0.0,23.6,4.4,9.8,0.447,0.2,0.4,0.393,4.2,9.4,0.449,0.455,3.3,3.9,0.8370000000000001,1.3,3.4,4.7,1.4,0.3,1.3,2.9,12.2
Tom Chambers,0,1993,34.0,UTA,NBA,PF,80.0,0.0,23.0,4.1,9.4,0.44,0.2,0.6,0.311,3.9,8.8,0.448,0.449,2.8,3.5,0.7859999999999999,1.1,3.0,4.1,1.0,0.4,1.1,2.9,11.2
Tom Chambers,0,1994,35.0,UTA,NBA,PF,81.0,4.0,15.3,2.4,5.3,0.457,0.0,0.3,0.16699999999999998,2.4,5.0,0.474,0.461,1.3,1.7,0.807,0.8,1.8,2.6,0.9,0.4,0.6,2.1,6.2
Tom Chambers,0,1996,37.0,CHH,NBA,PF,12.0,5.0,6.9,0.6,2.6,0.226,0.2,0.3,0.667,0.4,2.3,0.179,0.258,0.3,0.3,0.75,0.3,0.9,1.2,0.3,0.0,0.8,1.2,1.6
Tom Chambers,0,1997,38.0,PHI,NBA,PF,1.0,0.0,10.0,2.0,2.0,1.0,0.0,0.0,,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,6.0
Mike Champion,0,1988,24.0,SEA,NBA,SF,2.0,0.0,2.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0
Don Chaney,0,1968,22.0,BOS,NBA,SG,20.0,,10.5,1.8,5.7,0.319,,,,1.8,5.7,0.319,0.319,0.4,1.0,0.4,,,2.3,1.0,,,1.6,4.0
Don Chaney,0,1969,23.0,BOS,NBA,SG,63.0,,13.3,1.8,5.1,0.359,,,,1.8,5.1,0.359,0.359,1.3,1.7,0.752,,,2.4,1.1,,,1.9,5.0
Don Chaney,0,1970,24.0,BOS,NBA,SG,81.0,,28.3,4.3,9.5,0.454,,,,4.3,9.5,0.454,0.454,2.9,3.9,0.748,,,5.7,2.9,,,3.6,11.5
Don Chaney,0,1971,25.0,BOS,NBA,SG,79.0,,28.8,4.7,9.9,0.475,,,,4.7,9.9,0.475,0.475,2.5,3.2,0.773,,,5.0,2.6,,,3.7,11.9
Don Chaney,0,1972,26.0,BOS,NBA,SG,79.0,,31.5,5.2,10.9,0.482,,,,5.2,10.9,0.482,0.482,2.7,3.4,0.787,,,5.7,2.8,,,3.5,13.1
Don Chaney,0,1973,27.0,BOS,NBA,SG,81.0,,27.9,4.3,9.3,0.464,,,,4.3,9.3,0.464,0.464,1.8,2.2,0.828,2.6,2.1,4.7,2.2,0.8,,3.0,10.4
Don Chaney,0,1974,28.0,BOS,NBA,SG,82.0,,26.9,3.9,9.1,0.428,,,,3.9,9.1,0.428,0.428,1.6,2.0,0.8059999999999999,2.1,2.4,4.5,2.2,0.8,,3.0,9.5
Don Chaney,0,1975,29.0,SSL,ABA,SG,48.0,,30.7,4.0,9.5,0.418,0.0,0.1,0.25,4.0,9.4,0.419,0.419,1.3,1.7,0.78,2.4,2.5,4.9,3.5,0.8,2.5,3.5,9.3
Don Chaney,0,1976,30.0,LAL,NBA,SG,81.0,,29.7,2.6,6.4,0.408,,,,2.6,6.4,0.408,0.408,0.9,1.2,0.745,1.5,2.6,4.1,3.8,0.4,,2.8,6.1
Don Chaney,0,1977,31.0,TOT,NBA,SG,51.0,,16.4,2.0,5.3,0.387,,,,2.0,5.3,0.387,0.387,0.7,0.9,0.8440000000000001,0.8,1.5,2.3,1.3,0.3,1.2,2.1,4.8
Don Chaney,0,1977,31.0,LAL,NBA,SG,9.0,,14.8,1.4,4.0,0.361,,,,1.4,4.0,0.361,0.361,0.6,0.7,0.833,0.4,0.8,1.2,1.9,0.3,1.2,1.6,3.4
Don Chaney,0,1977,31.0,BOS,NBA,SG,42.0,,16.7,2.2,5.5,0.391,,,,2.2,5.5,0.391,0.391,0.8,0.9,0.846,0.9,1.6,2.5,1.2,0.2,1.2,2.2,5.1
Don Chaney,0,1978,32.0,BOS,NBA,SG,65.0,,16.5,2.7,6.4,0.42,,,,2.7,6.4,0.42,0.42,0.6,0.6,0.857,1.0,1.2,2.2,1.2,0.2,1.0,2.6,5.9
Don Chaney,0,1979,33.0,BOS,NBA,SG,60.0,0.0,8.7,1.1,3.2,0.354,0.0,0.1,0.16699999999999998,1.1,3.1,0.361,0.35700000000000004,0.5,0.7,0.762,0.5,0.7,1.2,0.6,0.2,0.6,1.3,2.8
John Chaney,0,1949,29.0,TOT,NBA,,16.0,,,1.6,5.4,0.29100000000000004,,,,,,,,1.3,1.8,0.69,,,,1.3,,,1.4,4.4
John Chaney,0,1949,29.0,TRI,NBA,,6.0,,,1.7,6.2,0.27,,,,,,,,1.3,2.0,0.667,,,,2.5,,,2.2,4.7
John Chaney,0,1949,29.0,SHE,NBA,,10.0,,,1.5,4.9,0.306,,,,,,,,1.2,1.7,0.706,,,,0.5,,,1.0,4.2
Rex Chapman,0,1988,21.0,CHH,NBA,SG,75.0,44.0,29.6,7.0,16.9,0.414,0.8,2.5,0.314,6.2,14.4,0.431,0.4370000000000001,2.1,2.6,0.795,1.0,1.5,2.5,2.3,0.3,1.5,2.2,16.9
Rex Chapman,0,1989,22.0,CHH,NBA,SG,54.0,52.0,32.6,7.0,17.1,0.408,0.9,2.6,0.331,6.1,14.5,0.422,0.433,2.7,3.6,0.75,1.0,2.4,3.3,2.4,0.1,1.9,2.1,17.5
Rex Chapman,0,1990,23.0,CHH,NBA,PG,70.0,68.0,30.0,5.9,13.2,0.445,0.7,2.1,0.324,5.2,11.1,0.468,0.471,3.3,4.0,0.83,0.6,2.1,2.7,3.6,0.2,1.9,2.4,15.7
Rex Chapman,0,1991,24.0,TOT,NBA,PG-SG,22.0,11.0,25.8,5.1,11.5,0.448,0.4,1.3,0.276,4.8,10.1,0.471,0.464,1.6,2.4,0.679,0.5,2.2,2.6,4.0,0.4,2.0,2.3,12.3
Rex Chapman,0,1991,24.0,CHH,NBA,PG,21.0,11.0,26.0,5.1,11.4,0.45,0.4,1.3,0.29600000000000004,4.8,10.1,0.469,0.467,1.7,2.5,0.679,0.4,2.1,2.6,4.1,0.4,2.0,2.2,12.4
Rex Chapman,0,1991,24.0,WSB,NBA,SG,1.0,0.0,22.0,5.0,12.0,0.417,0.0,2.0,0.0,5.0,10.0,0.5,0.417,0.0,0.0,,1.0,3.0,4.0,3.0,0.0,3.0,4.0,10.0
Rex Chapman,0,1992,25.0,WSB,NBA,SG,60.0,23.0,21.7,4.8,10.0,0.477,0.7,1.9,0.371,4.1,8.1,0.502,0.512,2.2,2.7,0.81,0.3,1.2,1.5,1.9,0.2,1.3,2.0,12.5
Rex Chapman,0,1993,26.0,WSB,NBA,SG,60.0,59.0,33.8,7.2,14.4,0.498,1.1,2.8,0.388,6.1,11.7,0.524,0.535,2.8,3.4,0.816,1.0,1.5,2.4,3.1,0.1,2.0,1.4,18.2
Rex Chapman,0,1994,27.0,WSB,NBA,SG,45.0,29.0,32.6,5.6,14.2,0.397,1.9,6.1,0.314,3.7,8.1,0.46,0.465,3.0,3.5,0.862,0.5,2.0,2.5,2.8,0.3,1.4,1.9,16.2
Rex Chapman,0,1995,28.0,MIA,NBA,SG,56.0,50.0,33.3,5.2,12.1,0.426,2.2,6.0,0.371,2.9,6.1,0.48,0.518,1.5,2.0,0.735,0.4,2.2,2.6,3.0,0.2,1.4,2.1,14.0
Rex Chapman,0,1996,29.0,PHO,NBA,SG,65.0,33.0,28.2,5.1,11.5,0.443,1.7,4.8,0.35,3.4,6.7,0.51,0.517,1.9,2.3,0.8320000000000001,0.4,2.4,2.8,2.8,0.1,1.5,1.7,13.8
Rex Chapman,0,1997,30.0,PHO,NBA,SG,68.0,67.0,33.3,6.0,14.1,0.4270000000000001,1.8,4.6,0.386,4.2,9.5,0.447,0.49,2.1,2.8,0.7809999999999999,0.4,2.1,2.5,3.0,0.2,1.7,1.5,15.9
Rex Chapman,0,1998,31.0,PHO,NBA,SG,38.0,35.0,31.1,4.3,12.1,0.359,1.4,4.0,0.35100000000000003,2.9,8.1,0.364,0.417,2.0,2.4,0.835,0.3,2.4,2.7,2.9,0.2,1.4,1.2,12.1
Rex Chapman,0,1999,32.0,PHO,NBA,SG,53.0,19.0,18.1,2.3,6.0,0.388,0.8,2.3,0.333,1.6,3.7,0.421,0.452,1.1,1.5,0.7559999999999999,0.2,1.3,1.5,1.2,0.0,0.7,1.3,6.6
Wayne Chapman,0,1968,23.0,KEN,ABA,SF,48.0,,9.5,1.4,4.2,0.337,0.1,0.3,0.308,1.3,3.9,0.339,0.34700000000000003,1.1,1.5,0.75,0.6,0.9,1.5,0.8,,0.8,2.0,4.0
Wayne Chapman,0,1969,24.0,KEN,ABA,SF,82.0,,18.5,3.2,8.0,0.399,0.1,0.5,0.21600000000000005,3.1,7.5,0.41,0.405,1.6,2.5,0.657,1.2,1.8,3.1,1.7,,1.6,3.0,8.1
Wayne Chapman,0,1970,25.0,TOT,ABA,SF,69.0,,18.0,3.1,8.1,0.381,0.2,0.8,0.263,2.9,7.3,0.394,0.394,1.6,2.3,0.715,0.8,1.7,2.5,1.9,,1.7,2.3,8.1
Wayne Chapman,0,1970,25.0,DNR,ABA,SF,47.0,,22.3,3.9,10.3,0.38,0.2,1.0,0.229,3.7,9.3,0.397,0.392,1.9,2.7,0.69,0.9,2.1,3.0,2.3,,2.1,2.7,10.0
Wayne Chapman,0,1970,25.0,INA,ABA,SF,22.0,,8.7,1.4,3.5,0.385,0.2,0.4,0.444,1.2,3.1,0.377,0.41,1.1,1.3,0.828,0.5,0.9,1.4,1.0,,0.7,1.4,4.0
Wayne Chapman,0,1971,26.0,INA,ABA,SF,7.0,,10.9,1.0,2.6,0.389,0.1,0.3,0.5,0.9,2.3,0.375,0.417,0.4,0.9,0.5,0.3,0.4,0.7,1.6,,0.9,1.4,2.6
Len Chappell,0,1962,22.0,SYR,NBA,PF,80.0,,15.5,3.5,7.6,0.465,,,,3.5,7.6,0.465,0.465,1.9,3.0,0.622,,,5.8,0.7,,,2.1,8.9
Len Chappell,1,1963,23.0,TOT,NBA,PF,79.0,,31.7,6.7,15.0,0.448,,,,6.7,15.0,0.448,0.448,3.6,5.1,0.715,,,9.8,1.1,,,2.7,17.1
Len Chappell,1,1963,23.0,PHI,NBA,,1.0,,16.0,0.0,2.0,0.0,,,,0.0,2.0,0.0,0.0,1.0,2.0,0.5,,,4.0,0.0,,,2.0,1.0
Len Chappell,1,1963,23.0,NYK,NBA,PF,78.0,,31.9,6.8,15.2,0.449,,,,6.8,15.2,0.449,0.449,3.7,5.1,0.716,,,9.8,1.1,,,2.7,17.3
Len Chappell,0,1964,24.0,NYK,NBA,C,43.0,,15.2,3.4,8.5,0.395,,,,3.4,8.5,0.395,0.395,1.6,2.3,0.68,,,3.3,0.3,,,1.7,8.3
Len Chappell,0,1965,25.0,NYK,NBA,PF,46.0,,11.8,2.2,5.2,0.42,,,,2.2,5.2,0.42,0.42,1.0,1.7,0.59,,,2.8,0.6,,,1.4,5.3
Len Chappell,0,1966,26.0,TOT,NBA,C-PF,73.0,,9.7,1.8,4.3,0.422,,,,1.8,4.3,0.422,0.422,0.7,1.1,0.654,,,2.6,0.5,,,1.4,4.3
Len Chappell,0,1966,26.0,CHI,NBA,PF,19.0,,9.4,2.1,4.7,0.449,,,,2.1,4.7,0.449,0.449,0.7,1.1,0.667,,,2.0,0.6,,,1.6,4.9
Len Chappell,0,1966,26.0,CIN,NBA,C,54.0,,9.8,1.7,4.1,0.411,,,,1.7,4.1,0.411,0.411,0.7,1.1,0.65,,,2.8,0.4,,,1.4,4.1
Len Chappell,0,1967,27.0,TOT,NBA,C-PF,67.0,,15.9,3.5,6.8,0.513,,,,3.5,6.8,0.513,0.513,2.1,2.9,0.711,,,5.4,0.8,,,1.8,9.1
Len Chappell,0,1967,27.0,CIN,NBA,PF,10.0,,6.5,1.5,3.0,0.5,,,,1.5,3.0,0.5,0.5,0.8,1.0,0.8,,,1.5,0.5,,,0.6,3.8
Len Chappell,0,1967,27.0,DET,NBA,C,57.0,,17.5,3.9,7.5,0.514,,,,3.9,7.5,0.514,0.514,2.3,3.2,0.7070000000000001,,,6.1,0.8,,,2.0,10.0
Len Chappell,0,1968,28.0,MIL,NBA,PF,80.0,,27.6,5.7,12.6,0.454,,,,5.7,12.6,0.454,0.454,3.1,4.2,0.737,,,8.0,1.2,,,3.1,14.6
Len Chappell,0,1969,29.0,MIL,NBA,SF,75.0,,15.1,3.2,7.0,0.465,,,,3.2,7.0,0.465,0.465,1.8,2.8,0.64,,,3.7,0.7,,,1.7,8.3
Len Chappell,0,1970,30.0,TOT,NBA,PF,48.0,,11.2,1.8,4.1,0.4320000000000001,,,,1.8,4.1,0.4320000000000001,0.4320000000000001,1.5,1.8,0.807,,,3.1,0.4,,,1.5,5.1
Len Chappell,0,1970,30.0,CLE,NBA,,6.0,,14.3,2.5,6.3,0.395,,,,2.5,6.3,0.395,0.395,1.8,2.3,0.7859999999999999,,,3.0,0.2,,,1.5,6.8
Len Chappell,0,1970,30.0,ATL,NBA,PF,42.0,,10.7,1.7,3.8,0.441,,,,1.7,3.8,0.441,0.441,1.4,1.8,0.8109999999999999,,,3.2,0.4,,,1.5,4.8
Len Chappell,0,1971,31.0,DLC,ABA,PF,79.0,,17.8,2.9,6.5,0.452,0.0,0.0,,2.9,6.5,0.452,0.452,1.8,2.4,0.746,1.8,2.2,4.0,0.9,,0.8,2.0,7.7
Ken Charles,0,1973,22.0,BUF,NBA,SG,59.0,,11.7,1.5,3.1,0.476,,,,,,,,0.9,1.3,0.6709999999999999,0.4,0.7,1.1,0.9,0.2,,1.5,3.9
Ken Charles,0,1974,23.0,BUF,NBA,SG,79.0,,21.4,3.0,6.5,0.466,,,,,,,,1.5,1.8,0.8220000000000001,0.9,1.2,2.1,2.2,0.3,,2.1,7.6
Ken Charles,0,1975,24.0,BUF,NBA,SG,81.0,,27.7,4.0,8.9,0.456,,,,,,,,2.0,2.5,0.785,0.7,2.0,2.7,2.5,0.6,,3.2,10.1
Ken Charles,0,1976,25.0,ATL,NBA,SG,82.0,,30.3,4.3,10.4,0.414,,,,,,,,2.5,3.1,0.8009999999999999,0.5,1.5,2.0,3.6,0.5,,2.9,11.1
Ken Charles,0,1977,26.0,ATL,NBA,SG,21.0,,24.8,3.5,8.8,0.397,,,,,,,,2.0,2.4,0.84,0.3,0.9,1.1,3.9,0.2,1.8,2.5,9.0
Lorenzo Charles,0,1985,22.0,ATL,NBA,SF,36.0,0.0,7.6,1.4,2.4,0.557,0.0,0.0,,1.4,2.4,0.557,0.557,0.7,1.0,0.667,0.4,0.7,1.1,0.2,0.2,0.5,1.0,3.4
Calbert Cheaney,0,1993,22.0,WSB,NBA,SG,65.0,21.0,24.7,5.0,10.7,0.47,0.0,0.4,0.043,5.0,10.4,0.484,0.471,1.9,2.5,0.77,1.4,1.6,2.9,1.9,0.2,1.7,2.3,12.0
Calbert Cheaney,0,1994,23.0,WSB,NBA,SG,78.0,71.0,34.0,6.6,14.5,0.453,1.2,3.6,0.339,5.3,10.8,0.4920000000000001,0.496,2.2,2.7,0.812,1.3,2.8,4.1,2.3,0.3,1.9,2.8,16.6
Calbert Cheaney,0,1995,24.0,WSB,NBA,SF,70.0,70.0,33.2,6.1,12.9,0.471,0.7,2.2,0.338,5.3,10.7,0.498,0.499,2.2,3.1,0.706,1.0,2.5,3.4,2.2,0.3,1.8,2.9,15.1
Calbert Cheaney,0,1996,25.0,WSB,NBA,SG,79.0,79.0,30.5,4.7,9.2,0.505,0.1,0.4,0.133,4.6,8.9,0.521,0.508,1.2,1.7,0.693,0.9,2.5,3.4,1.4,0.2,1.2,2.9,10.6
Calbert Cheaney,0,1997,26.0,WAS,NBA,SG,82.0,82.0,34.6,5.5,12.0,0.457,0.2,0.6,0.28300000000000003,5.3,11.3,0.467,0.464,1.7,2.6,0.647,1.0,3.0,4.0,2.1,0.4,1.3,3.2,12.8
Calbert Cheaney,0,1998,27.0,WAS,NBA,SG,50.0,18.0,25.3,3.4,8.3,0.414,0.2,0.7,0.21600000000000005,3.3,7.6,0.434,0.424,0.7,1.3,0.493,0.7,2.2,2.8,1.5,0.3,0.8,2.9,7.7
Calbert Cheaney,0,1999,28.0,BOS,NBA,SG,67.0,19.0,19.5,1.8,4.1,0.44,0.3,0.8,0.333,1.5,3.3,0.466,0.473,0.1,0.3,0.429,0.3,1.7,2.1,1.2,0.2,0.7,2.4,4.0
Calbert Cheaney,0,2000,29.0,DEN,NBA,SG,9.0,5.0,17.0,1.1,3.3,0.333,0.0,0.0,,1.1,3.3,0.333,0.333,0.1,0.2,0.5,0.6,1.7,2.2,1.0,0.2,0.6,1.6,2.3
Calbert Cheaney,0,2001,30.0,DEN,NBA,SG,68.0,47.0,24.0,3.3,6.9,0.481,0.0,0.1,0.0,3.3,6.8,0.485,0.481,0.7,1.0,0.687,0.8,2.7,3.5,1.6,0.3,1.0,2.3,7.3
Calbert Cheaney,0,2002,31.0,UTA,NBA,SG,81.0,74.0,29.0,4.0,8.0,0.499,0.1,0.3,0.4,3.9,7.7,0.503,0.507,0.5,0.9,0.58,0.9,2.6,3.5,2.0,0.2,1.3,2.8,8.6
Calbert Cheaney,0,2003,32.0,GSW,NBA,SF,79.0,7.0,26.2,3.5,7.3,0.481,0.0,0.1,0.0,3.5,7.2,0.489,0.481,0.6,1.0,0.61,1.0,2.3,3.3,1.7,0.2,1.1,2.3,7.6
Calbert Cheaney,0,2004,33.0,GSW,NBA,SG,55.0,5.0,17.3,2.1,4.8,0.426,0.0,0.1,0.0,2.1,4.8,0.431,0.426,0.4,0.7,0.649,0.6,1.7,2.3,1.2,0.3,0.6,1.7,4.5
Calbert Cheaney,0,2005,34.0,GSW,NBA,SF,42.0,0.0,10.7,1.0,2.6,0.389,0.0,0.2,0.0,1.0,2.4,0.42,0.389,0.2,0.2,1.0,0.5,1.0,1.5,0.5,0.0,0.4,0.9,2.2
Maurice Cheeks,0,1978,22.0,PHI,NBA,PG,82.0,,29.4,3.6,7.0,0.51,,,,3.6,7.0,0.51,0.51,1.2,1.7,0.721,0.8,2.3,3.1,5.3,0.1,2.4,2.4,8.4
Maurice Cheeks,0,1979,23.0,PHI,NBA,PG,79.0,,33.2,4.5,8.4,0.54,0.1,0.1,0.444,4.5,8.3,0.541,0.5429999999999999,2.3,2.9,0.779,0.9,2.5,3.5,7.0,0.4,2.7,2.5,11.4
Maurice Cheeks,0,1980,24.0,PHI,NBA,PG,81.0,,29.8,3.8,7.2,0.534,0.0,0.1,0.375,3.8,7.1,0.536,0.536,1.7,2.2,0.787,0.8,2.2,3.0,6.9,0.5,2.1,2.9,9.4
Maurice Cheeks,0,1981,25.0,PHI,NBA,PG,79.0,79.0,31.6,4.5,8.6,0.521,0.1,0.3,0.273,4.4,8.3,0.529,0.525,2.2,2.8,0.777,0.6,2.5,3.1,8.4,0.4,2.3,3.1,11.2
Maurice Cheeks,1,1982,26.0,PHI,NBA,PG,79.0,79.0,31.2,5.1,9.4,0.542,0.0,0.1,0.16699999999999998,5.1,9.4,0.545,0.5429999999999999,2.3,3.0,0.754,0.7,2.0,2.6,6.9,0.4,2.3,2.3,12.5
Maurice Cheeks,0,1983,27.0,PHI,NBA,PG,75.0,75.0,33.3,5.1,9.4,0.55,0.1,0.3,0.4,5.0,9.1,0.5539999999999999,0.556,2.3,3.1,0.733,0.6,2.1,2.7,6.4,0.3,2.4,2.6,12.7
Maurice Cheeks,0,1984,28.0,PHI,NBA,PG,78.0,78.0,33.5,5.4,9.5,0.57,0.1,0.3,0.231,5.3,9.2,0.5820000000000001,0.574,2.2,2.6,0.879,0.7,2.1,2.8,6.4,0.3,2.0,2.4,13.1
Maurice Cheeks,1,1985,29.0,PHI,NBA,PG,82.0,82.0,39.9,6.0,11.1,0.537,0.0,0.2,0.235,5.9,10.9,0.542,0.539,3.4,4.1,0.8420000000000001,0.7,2.2,2.9,9.2,0.3,2.9,2.0,15.4
Maurice Cheeks,1,1986,30.0,PHI,NBA,PG,68.0,68.0,38.6,6.1,11.6,0.527,0.1,0.3,0.235,6.0,11.3,0.5329999999999999,0.529,3.3,4.3,0.777,0.7,2.5,3.2,7.9,0.2,2.5,1.6,15.6
Maurice Cheeks,1,1987,31.0,PHI,NBA,PG,79.0,79.0,36.3,5.4,10.9,0.495,0.0,0.3,0.136,5.4,10.7,0.504,0.4970000000000001,2.9,3.5,0.825,0.7,2.5,3.2,8.0,0.3,2.0,1.5,13.7
Maurice Cheeks,0,1988,32.0,PHI,NBA,PG,71.0,70.0,32.4,4.7,9.8,0.483,0.0,0.2,0.077,4.7,9.6,0.49,0.483,2.1,2.7,0.774,0.5,2.0,2.6,7.8,0.2,1.6,1.6,11.6
Maurice Cheeks,0,1989,33.0,TOT,NBA,PG,81.0,62.0,31.1,3.8,7.5,0.504,0.0,0.2,0.25,3.7,7.3,0.511,0.507,2.1,2.5,0.847,0.6,2.3,3.0,5.6,0.1,1.5,1.0,9.7
Maurice Cheeks,0,1989,33.0,SAS,NBA,PG,50.0,49.0,35.3,4.3,9.0,0.478,0.0,0.2,0.111,4.3,8.8,0.485,0.479,2.3,2.7,0.8320000000000001,0.8,2.6,3.3,6.0,0.1,1.7,0.9,10.9
Maurice Cheeks,0,1989,33.0,NYK,NBA,PG,31.0,13.0,24.3,3.0,5.1,0.579,0.1,0.2,0.429,2.9,4.9,0.586,0.588,1.8,2.1,0.877,0.4,2.0,2.4,4.9,0.2,1.2,1.0,7.9
Maurice Cheeks,0,1990,34.0,NYK,NBA,PG,76.0,64.0,28.3,3.2,6.4,0.499,0.1,0.3,0.25,3.1,6.1,0.51,0.504,1.4,1.7,0.8140000000000001,0.3,2.0,2.3,5.7,0.1,1.4,1.8,7.8
Maurice Cheeks,0,1991,35.0,ATL,NBA,PG,56.0,0.0,19.4,2.1,4.4,0.462,0.1,0.1,0.5,2.0,4.3,0.461,0.468,0.5,0.8,0.605,0.5,1.2,1.7,3.3,0.0,0.6,1.3,4.6
Maurice Cheeks,0,1992,36.0,NJN,NBA,PG,35.0,0.0,14.6,1.5,2.7,0.5479999999999999,0.0,0.1,0.0,1.5,2.6,0.56,0.5479999999999999,0.7,0.8,0.889,0.1,1.1,1.2,3.1,0.1,0.9,1.0,3.6
Phil Chenier,0,1971,21.0,BAL,NBA,SG,81.0,,30.6,5.0,12.1,0.415,,,,5.0,12.1,0.415,0.415,2.2,3.0,0.737,,,3.3,2.5,,,2.4,12.3
Phil Chenier,0,1972,22.0,BAL,NBA,SG,71.0,,39.1,8.5,18.8,0.452,,,,8.5,18.8,0.452,0.452,2.7,3.4,0.795,,,4.1,4.2,,,2.3,19.7
Phil Chenier,1,1973,23.0,CAP,NBA,SG,76.0,,38.7,9.2,21.1,0.434,,,,9.2,21.1,0.434,0.434,3.6,4.4,0.82,1.5,3.6,5.1,3.1,0.9,,1.8,21.9
Phil Chenier,1,1974,24.0,WSB,NBA,SG,77.0,,37.3,9.0,19.9,0.45,,,,9.0,19.9,0.45,0.45,3.9,4.7,0.825,1.0,2.8,3.8,3.2,0.8,,2.1,21.8
Phil Chenier,0,1975,25.0,WSB,NBA,SG,80.0,,36.9,8.2,16.9,0.483,,,,8.2,16.9,0.483,0.483,3.5,4.3,0.8270000000000001,1.1,3.0,4.0,3.2,0.6,,2.3,19.9
Phil Chenier,1,1976,26.0,WSB,NBA,SG,78.0,,36.4,8.4,18.9,0.444,,,,8.4,18.9,0.444,0.444,3.5,4.1,0.841,0.7,3.1,3.8,3.8,0.5,,2.1,20.2
Phil Chenier,0,1977,27.0,WSB,NBA,SG,36.0,,26.0,5.6,12.5,0.443,,,,5.6,12.5,0.443,0.443,3.0,3.8,0.79,0.4,2.4,2.8,2.0,0.3,1.9,1.5,14.1
Phil Chenier,0,1978,28.0,WSB,NBA,SG,27.0,,14.3,2.6,5.9,0.4370000000000001,,,,2.6,5.9,0.4370000000000001,0.4370000000000001,0.7,1.0,0.643,0.1,0.6,0.7,1.1,0.2,1.1,1.0,5.8
Phil Chenier,0,1979,29.0,TOT,NBA,SG,43.0,,19.8,3.2,8.1,0.39,0.1,0.3,0.417,3.0,7.8,0.389,0.397,1.1,1.6,0.731,0.4,1.4,1.8,2.1,0.3,1.3,1.3,7.6
Phil Chenier,0,1979,29.0,WSB,NBA,SG,20.0,,23.5,4.2,10.7,0.393,0.2,0.3,0.5,4.1,10.4,0.389,0.4,1.6,2.1,0.7559999999999999,0.5,1.7,2.2,2.1,0.3,1.5,1.3,10.1
Phil Chenier,0,1979,29.0,IND,NBA,SG,23.0,,16.5,2.3,5.9,0.385,0.1,0.3,0.333,2.2,5.6,0.388,0.393,0.8,1.1,0.6920000000000001,0.4,1.1,1.5,2.0,0.4,1.1,1.3,5.4
Phil Chenier,0,1980,30.0,GSW,NBA,SG,9.0,,9.1,1.2,3.7,0.333,0.1,0.3,0.333,1.1,3.3,0.333,0.348,0.7,0.7,1.0,0.1,0.8,0.9,0.8,0.0,0.4,1.1,3.2
Will Cherry,0,2014,23.0,CLE,NBA,PG,8.0,0.0,8.6,0.6,2.4,0.263,0.3,1.1,0.222,0.4,1.3,0.3,0.316,0.4,0.8,0.5,0.1,0.5,0.6,1.0,0.1,0.5,1.3,1.9
Derrick Chievous,0,1988,21.0,HOU,NBA,SF,81.0,1.0,19.0,3.4,7.8,0.4370000000000001,0.1,0.3,0.208,3.4,7.5,0.446,0.441,2.4,3.0,0.7829999999999999,1.4,1.8,3.2,1.0,0.1,1.7,2.0,9.3
Derrick Chievous,0,1989,22.0,TOT,NBA,SF,55.0,0.0,10.7,1.9,4.0,0.477,0.1,0.2,0.333,1.9,3.8,0.483,0.484,1.5,2.0,0.721,0.6,1.0,1.6,0.6,0.1,0.8,1.3,5.3
Derrick Chievous,0,1989,22.0,HOU,NBA,SF,41.0,0.0,12.0,2.2,4.3,0.506,0.1,0.2,0.375,2.1,4.1,0.512,0.514,1.5,2.1,0.701,0.7,1.1,1.8,0.7,0.1,1.0,1.4,6.0
